creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,predicted_churn,decision,churn
735,California,Male,49,5,121973.28,1,1,0,148804.36,0.8504376535919301,high_risk,yes
493,California,Female,36,5,148667.81,2,1,0,56092.51,0.7609630342252961,high_risk,yes
812,Texas,Male,33,2,127154.14,2,0,1,105383.49,0.8965880382922433,high_risk,yes
516,Hawaii,Female,37,8,113143.12,1,0,0,3363.36,0.8002079181317796,high_risk,yes
637,New York,Male,43,1,135645.29,2,0,1,101382.86,0.2478033236081064,low_risk,no
549,New York,Female,31,9,135020.21,2,1,1,23343.18,0.9689668365823731,high_risk,yes
663,Hawaii,Male,35,9,0.0,2,1,1,195580.28,0.8444810079891285,high_risk,yes
501,Texas,Male,24,4,130806.42,2,1,0,80241.14,0.9653036304964858,high_risk,yes
646,Hawaii,Female,38,2,0.0,2,0,0,178752.73,0.8777409955572475,high_risk,yes
717,New York,Female,33,0,115777.23,1,1,1,81508.1,0.9761348340911772,high_risk,yes
591,California,Male,40,2,99886.42,2,1,1,88695.19,0.8761881871543381,high_risk,yes
573,Hawaii,Male,27,2,128243.03,1,1,1,11631.34,0.8309522785198971,high_risk,yes
549,Florida,Female,24,9,0.0,2,1,1,14406.41,0.7761093717857144,high_risk,yes
577,Hawaii,Female,37,4,0.0,1,1,1,79881.39,0.9225132709315002,high_risk,yes
696,Florida,Male,60,8,88786.81,1,1,1,196858.4,0.9860610135880454,high_risk,yes
735,New York,Female,43,9,98807.45,1,0,0,184570.04,0.1670581236612872,low_risk,no
648,Texas,Female,43,1,107963.38,1,0,0,186438.86,0.2061052974609535,low_risk,no
700,California,Male,38,8,134811.3,1,1,0,1299.75,0.8656399661016141,high_risk,yes
613,Florida,Male,39,8,118201.41,1,1,0,23315.59,0.9855553953458696,high_risk,yes
569,Hawaii,Male,66,2,0.0,1,1,0,130784.2,0.0266289256058987,low_risk,no
528,Hawaii,Female,32,4,85615.66,2,1,0,156192.43,0.77416858591974,high_risk,yes
525,Hawaii,Male,35,7,165358.77,1,0,1,94738.54,0.9239676322981896,high_risk,yes
610,Hawaii,Female,27,2,0.0,2,1,0,14546.76,0.9841005901311684,high_risk,yes
728,California,Male,33,8,129907.63,1,0,1,36083.96,0.8133979369730656,high_risk,yes
748,California,Male,44,2,92911.52,1,0,1,85495.24,0.8698627997379252,high_risk,yes
686,Massachusetts,Male,39,10,136258.06,1,0,0,89199.51,0.9700118281995476,high_risk,yes
568,Hawaii,Female,44,7,0.0,2,0,0,62370.67,0.2291850120149869,low_risk,no
592,Hawaii,Female,27,4,0.0,2,1,1,183569.25,0.7877976599265579,high_risk,yes
643,Texas,Male,25,4,115142.9,1,1,1,148098.95,0.856629709001316,high_risk,yes
615,Florida,Male,61,9,0.0,2,1,0,150227.85,0.0935146924354413,low_risk,no
670,California,Female,45,5,47884.92,1,1,1,54340.24,0.8727442083189093,high_risk,yes
651,California,Male,53,7,0.0,2,1,1,130132.41,0.8124037827163981,high_risk,yes
562,California,Male,35,7,0.0,1,0,0,48869.67,0.8643773239589356,high_risk,yes
653,Massachusetts,Male,35,9,0.0,2,1,1,45956.05,0.9278043702771146,high_risk,yes
580,California,Female,39,9,128362.59,1,1,0,86044.98,0.8267588755443191,high_risk,yes
588,Massachusetts,Female,35,7,0.0,2,1,1,108739.15,0.7924778060730842,high_risk,yes
623,Hawaii,Male,43,1,0.0,2,1,1,146379.3,0.7528235212333985,high_risk,yes
678,Florida,Female,49,8,0.0,2,0,1,98090.69,0.9857253405615488,high_risk,yes
608,Hawaii,Male,31,7,79962.92,2,1,0,60901.72,0.8226579376351266,high_risk,yes
598,Hawaii,Male,38,0,125487.89,1,0,0,158111.71,0.8387229186035974,high_risk,yes
567,Hawaii,Female,38,1,125877.65,2,1,1,107841.77,0.7628276799614592,high_risk,yes
743,California,Female,40,6,0.0,1,1,0,28280.8,0.0937530088984558,low_risk,no
535,Hawaii,Female,40,8,0.0,1,1,1,27689.77,0.8192264589556522,high_risk,yes
746,California,Female,24,4,0.0,1,0,1,94105.0,0.7626366998151749,high_risk,yes
651,California,Female,32,8,144581.96,1,1,1,87609.5,0.8389284848134441,high_risk,yes
620,Hawaii,Male,41,3,0.0,2,1,1,137309.06,0.9265861100696968,high_risk,yes
638,New York,Female,39,0,122501.28,2,1,1,95007.8,0.7780252040319309,high_risk,yes
850,Texas,Male,43,5,129305.09,2,0,1,19244.58,0.8658554028876528,high_risk,yes
558,Massachusetts,Female,31,7,0.0,2,1,0,166720.28,0.9505316101321516,high_risk,yes
748,California,Female,20,7,0.0,2,0,0,10792.42,0.8321106097334018,high_risk,yes
541,Texas,Nonbinary,51,7,90373.28,2,1,0,179861.79,0.8205663264455154,high_risk,yes
705,Florida,Male,46,7,0.0,2,1,0,117273.35,0.7883224062760373,high_risk,yes
727,New York,Male,58,5,106913.43,1,1,0,25881.0,0.2053590822067244,low_risk,no
796,Texas,Female,52,9,167194.36,1,1,1,62808.93,0.226417237132287,low_risk,no
624,Florida,Male,38,7,123906.55,1,1,0,135096.78,0.9326611325101036,high_risk,yes
676,Hawaii,Female,36,3,91711.59,1,1,1,95393.43,0.8264504770245151,high_risk,yes
621,Massachusetts,Male,39,8,0.0,2,1,0,36122.96,0.7531126208936243,high_risk,yes
520,New York,Male,32,5,110029.77,1,1,0,56246.69,0.7613117998033436,high_risk,yes
580,Florida,Female,57,0,136820.99,1,0,1,108528.74,0.9239460991312372,high_risk,yes
577,Hawaii,Male,60,10,125389.7,2,1,1,178616.73,0.9193898770774592,high_risk,yes
610,California,Male,40,0,0.0,2,1,0,62232.6,0.8869432238701793,high_risk,yes
587,California,Male,42,1,0.0,1,0,0,123006.91,0.8782441748698995,high_risk,yes
725,California,Male,66,4,86459.8,1,1,1,141476.56,0.919793954808684,high_risk,yes
484,New York,Male,54,3,134388.11,1,0,0,49954.79,0.0333392034594965,low_risk,no
574,Florida,Male,52,7,115532.52,1,1,0,196257.67,0.8290449161493805,high_risk,yes
559,Hawaii,Female,34,5,68999.66,2,1,1,66879.27,0.7836266188423311,high_risk,yes
686,Hawaii,Male,34,6,146178.13,2,1,1,88837.11,0.885761859097529,high_risk,yes
689,Hawaii,Male,39,7,0.0,2,0,0,14917.09,0.8111538037865231,high_risk,yes
593,California,Female,33,0,95927.04,1,1,0,199478.05,0.8631660597624862,high_risk,yes
725,Texas,Male,19,0,75888.2,1,0,0,45613.75,0.8151735480741057,high_risk,yes
776,New York,Male,38,5,112281.7,1,0,1,89893.6,0.8869073983134061,high_risk,yes
747,New York,Male,36,8,102603.3,2,1,1,180693.61,0.9474617147807456,high_risk,yes
649,Texas,Male,40,4,95001.33,1,0,1,123202.99,0.9692134639627334,high_risk,yes
585,California,Female,28,6,105795.9,1,1,1,41219.09,0.8770401604215643,high_risk,yes
670,California,Female,54,2,95507.12,1,1,1,63213.31,0.8778687218708968,high_risk,yes
781,Hawaii,Male,20,0,125023.1,2,1,1,108301.45,0.9419873613762156,high_risk,yes
603,Texas,Male,35,1,123407.69,1,1,0,152541.89,0.2256754396500578,low_risk,no
754,Texas,Female,39,8,129401.87,1,1,1,87684.93,0.987374407363301,high_risk,yes
506,California,Male,37,5,0.0,2,1,1,127543.81,0.796875493210409,high_risk,yes
549,Hawaii,Female,38,8,107283.4,1,0,0,157442.75,0.8296223315268296,high_risk,yes
518,Hawaii,Male,46,3,0.0,2,1,0,76515.79,0.8856900843526765,high_risk,yes
587,Massachusetts,Male,42,5,120233.83,1,1,0,194890.33,0.9169196709819216,high_risk,yes
608,California,Female,30,8,85859.76,1,0,0,142730.27,0.7947307678005332,high_risk,yes
687,Hawaii,Female,44,9,0.0,2,0,0,103042.2,0.1180008423196353,low_risk,no
723,California,Female,20,4,0.0,2,1,1,140385.33,0.8378526099261981,high_risk,yes
619,California,Male,43,1,125211.92,1,1,1,113410.49,0.8788638979126383,high_risk,yes
756,California,Female,28,6,0.0,1,1,1,164394.65,0.8827120756449487,high_risk,yes
742,New York,Male,33,0,181656.51,1,1,1,107667.91,0.9120599985069372,high_risk,yes
653,Florida,Male,55,2,70263.83,1,0,1,62347.71,0.9669271992012684,high_risk,yes
411,California,Female,36,10,0.0,1,0,0,120694.35,0.9198917627330564,high_risk,yes
693,Texas,Male,46,2,104763.41,1,1,1,62368.33,0.9338453442553456,high_risk,yes
708,New York,Female,23,4,71433.08,1,1,0,103697.57,0.8127079180680099,high_risk,yes
636,Texas,Male,36,6,96643.32,1,0,0,182059.28,0.8892959897308669,high_risk,yes
681,Texas,Male,49,8,142946.18,1,0,0,187280.51,0.1939177792290614,low_risk,no
461,Hawaii,Female,35,5,0.0,1,1,1,54209.02,0.9959219922243252,high_risk,yes
561,Florida,Female,33,6,0.0,2,1,0,45261.47,0.7716831590700101,high_risk,yes
660,Florida,Female,33,1,0.0,2,0,0,117834.91,0.9385008730125128,high_risk,yes
531,Hawaii,Female,47,6,0.0,1,0,0,194998.34,0.2310318851848948,low_risk,no
710,Texas,Female,24,2,110407.44,2,0,0,15832.43,0.1915252585884244,low_risk,no
745,New York,Female,28,1,111071.36,1,1,0,73275.96,0.1368077942926054,low_risk,no
733,California,Male,22,5,0.0,2,1,1,117202.19,0.851540109977418,high_risk,yes
749,Massachusetts,Male,42,9,222267.63,1,0,0,101108.85,0.2266343810632016,low_risk,no
612,New York,Male,30,9,142910.15,1,1,0,105890.55,0.1343834113248166,low_risk,no
616,Hawaii,Female,31,3,136789.14,1,1,0,59346.4,0.1231610944033066,low_risk,no
595,Texas,Male,46,5,142360.62,2,1,0,48421.4,0.1176782246975258,low_risk,no
839,Texas,Male,47,2,136911.07,1,1,1,168184.62,0.1495920331722842,low_risk,no
776,Hawaii,Male,37,2,0.0,1,0,1,8065.0,0.9155922636942516,high_risk,yes
791,California,Male,28,4,0.0,1,1,0,174435.48,0.75082600197258,high_risk,yes
630,Texas,Female,31,2,112373.49,2,1,1,131167.98,0.8997040587966756,high_risk,yes
850,Texas,Female,45,5,103909.86,1,1,0,60083.11,0.0680118995831891,low_risk,no
627,New York,Male,28,5,71097.23,1,1,1,130504.49,0.961999628646642,high_risk,yes
638,Massachusetts,Female,55,2,155828.22,1,0,1,108987.25,0.0603946748113138,low_risk,no
640,Texas,Male,33,8,81677.22,2,0,0,34925.56,0.8848654669729918,high_risk,yes
684,California,Male,46,0,0.0,2,1,1,36376.97,0.7628569063285866,high_risk,yes
652,Hawaii,Female,80,4,0.0,2,1,1,188603.07,0.9464756133933776,high_risk,yes
558,Hawaii,Female,45,1,153697.53,2,0,0,89891.4,0.1618305201425781,low_risk,no
637,Hawaii,Female,38,3,104339.56,1,0,0,119882.86,0.775642710065102,high_risk,yes
519,California,Female,38,7,125328.56,1,1,0,188225.67,0.8795357252760352,high_risk,yes
627,New York,Male,23,5,184244.86,1,1,0,103099.22,0.9896939550584684,high_risk,yes
604,Hawaii,Male,33,3,148659.48,1,0,0,42437.75,0.9174043109101704,high_risk,yes
587,Massachusetts,Male,41,8,85109.21,1,1,0,1557.82,0.9446546047920152,high_risk,yes
555,California,Male,51,5,0.0,3,1,0,189122.89,0.088048295488501,low_risk,no
678,Hawaii,Female,26,1,0.0,2,1,0,45443.68,0.8711199906026956,high_risk,yes
652,California,Female,31,3,103696.97,3,0,0,155221.05,0.1682477198521904,low_risk,no
667,New York,Female,39,4,83765.35,2,1,0,118358.54,0.7669890327710095,high_risk,yes
711,Florida,Male,38,3,128718.78,1,0,0,114793.45,0.9796600964151724,high_risk,yes
725,New York,Male,19,0,75888.2,1,0,0,45613.75,0.8320777288141219,high_risk,yes
721,Hawaii,Male,46,1,115764.32,2,0,0,102950.79,0.8360892823265965,high_risk,yes
507,Massachusetts,Male,46,6,92783.68,1,1,1,51424.29,0.917058145641557,high_risk,yes
682,New York,Female,43,7,111094.05,2,1,1,64679.3,0.8148780194903431,high_risk,yes
612,California,Female,33,0,64900.32,2,1,0,102426.12,0.8521939500082576,high_risk,yes
515,New York,Male,37,2,90432.92,1,1,1,188366.04,0.1352382409058868,low_risk,no
699,Florida,Male,34,8,0.0,1,1,1,76510.46,0.9583269609682028,high_risk,yes
687,New York,Female,27,9,152328.88,2,0,0,126494.82,0.9562334872452644,high_risk,yes
778,New York,Male,31,9,182275.23,2,1,0,190631.23,0.8713900819421242,high_risk,yes
505,New York,Male,43,5,136855.94,2,1,0,171070.52,0.8686523838382123,high_risk,yes
688,Florida,Female,46,3,0.0,2,0,1,104902.68,0.9277761997474484,high_risk,yes
551,Texas,Female,30,2,143340.44,1,1,0,145796.49,0.929710763391778,high_risk,yes
620,Hawaii,Female,29,1,138740.24,2,0,0,154700.61,0.8379562608667303,high_risk,yes
766,California,Nonbinary,32,6,185714.28,1,1,1,102502.5,0.826377604854037,high_risk,yes
575,Florida,Male,28,7,0.0,1,1,1,10666.05,0.9731728654509028,high_risk,yes
715,California,Male,32,8,175307.32,1,1,0,187051.23,0.8023952940445225,high_risk,yes
468,California,Male,46,7,91443.75,1,1,0,10958.18,0.8942468389162859,high_risk,yes
640,California,Male,43,7,132412.38,1,0,0,69584.3,0.230436085920423,low_risk,no
742,Texas,Male,33,1,137937.95,1,1,1,51387.1,0.9321671963392092,high_risk,yes
529,Texas,Male,29,4,135759.4,1,0,0,112813.79,0.1435302848788512,low_risk,no
602,Hawaii,Female,72,3,0.0,2,1,1,171260.66,0.8013944434374298,high_risk,yes
576,California,Female,41,4,112609.91,1,0,0,191035.18,0.1821858143958404,low_risk,no
606,New York,Male,48,4,132403.56,1,0,0,36091.91,0.1599258723191663,low_risk,no
525,California,Male,26,7,153644.39,1,1,1,63197.88,0.8941056673372801,high_risk,yes
712,Massachusetts,Male,45,6,112994.65,1,0,0,198398.68,0.7730439719752462,high_risk,yes
663,California,Male,26,5,141462.13,1,1,0,440.2,0.8355345139781091,high_risk,yes
711,Hawaii,Male,34,8,0.0,2,0,0,48260.19,0.8517992804538359,high_risk,yes
850,New York,Male,37,9,122506.38,1,0,1,199693.84,0.2076274948995858,low_risk,no
483,Texas,Male,41,1,118334.44,1,0,0,163147.99,0.232976895612043,low_risk,no
799,Hawaii,Female,52,4,161209.66,1,1,1,89081.41,0.9754686268003768,high_risk,yes
698,New York,Male,52,8,96781.39,1,1,1,153373.71,0.7813252361481378,high_risk,yes
720,California,Female,37,2,120328.88,2,1,1,138470.21,0.8723561796496646,high_risk,yes
759,California,Nonbinary,38,1,104091.29,1,0,0,91561.91,0.8054121446910365,high_risk,yes
572,New York,Female,54,9,97382.53,1,1,1,195771.95,0.7572551056856736,high_risk,yes
744,Hawaii,Male,47,9,0.0,2,1,0,113163.17,0.8498115844581058,high_risk,yes
664,New York,Male,33,7,97286.16,2,1,0,143433.33,0.9318061713436452,high_risk,yes
602,California,Female,72,3,0.0,2,1,1,171260.66,0.8293840137923518,high_risk,yes
517,Hawaii,Male,56,9,142147.32,1,0,0,39488.04,0.1357114463358621,low_risk,no
712,New York,Male,53,6,134729.99,2,1,1,132702.64,0.7855658835726047,high_risk,yes
534,Florida,Male,35,4,0.0,2,0,0,9541.15,0.8733257460119185,high_risk,yes
571,New York,Male,33,3,71843.15,1,1,0,26772.04,0.7964587156486302,high_risk,yes
798,California,Male,36,1,0.0,2,1,1,159044.1,0.9404291141271786,high_risk,yes
651,Hawaii,Male,23,10,0.0,2,1,1,170099.23,0.996547545027236,high_risk,yes
751,New York,Male,50,2,96888.39,1,1,0,77206.25,0.0410652047196521,low_risk,no
549,California,Female,34,4,0.0,2,0,0,139463.57,0.8468729920000485,high_risk,yes
697,Hawaii,Female,49,7,195238.29,4,0,1,131083.56,0.148771783256381,low_risk,no
710,Hawaii,Male,21,4,109130.96,2,1,1,56191.99,0.9972756407164578,high_risk,yes
629,Texas,Male,28,8,108601.0,1,1,1,119647.7,0.8468949889319265,high_risk,yes
802,California,Male,29,9,127414.55,1,1,1,134459.12,0.806670078371063,high_risk,yes
698,Florida,Female,39,9,161993.89,1,0,0,90212.38,0.7868625697970832,high_risk,yes
663,Hawaii,Male,34,10,0.0,1,1,1,114083.73,0.9071535271742536,high_risk,yes
606,Massachusetts,Male,42,10,0.0,2,1,0,177938.52,0.7751182002537511,high_risk,yes
644,California,Nonbinary,33,2,0.0,1,1,0,96420.58,0.9896138217648546,high_risk,yes
647,California,Male,28,8,0.0,2,1,1,91055.27,0.9551124999733356,high_risk,yes
702,Hawaii,Male,45,0,80793.58,1,1,1,27474.81,0.8063874196780838,high_risk,yes
545,California,Male,38,1,88293.13,2,1,1,24302.95,0.8625112039482118,high_risk,yes
755,Hawaii,Male,30,4,123217.66,2,0,1,144183.1,0.907749707259234,high_risk,yes
502,Hawaii,Female,64,3,139663.37,1,0,1,100995.11,0.7727490805859131,high_risk,yes
640,Texas,Female,74,2,116800.25,1,1,1,34130.43,0.9908395885051732,high_risk,yes
678,Hawaii,Female,35,4,0.0,1,1,0,125518.32,0.8811340933109973,high_risk,yes
850,Massachusetts,Female,45,5,174088.3,4,1,0,5669.31,0.0239692072228348,low_risk,no
705,Massachusetts,Female,47,3,63488.7,1,0,1,28640.92,0.1590601961825262,low_risk,no
681,Hawaii,Male,34,3,0.0,2,0,0,55816.2,0.9084127973146736,high_risk,yes
618,Hawaii,Female,37,5,96652.86,1,1,0,98686.4,0.172075763253079,low_risk,no
760,California,Female,51,2,100946.71,1,0,0,179614.8,0.0850876190137397,low_risk,no
619,Florida,Male,52,8,0.0,2,1,1,123242.11,0.7916443495387631,high_risk,yes
713,New York,Female,24,7,147687.24,1,1,1,121592.5,0.9446672390743504,high_risk,yes
590,California,Female,32,0,127763.24,1,1,0,100717.54,0.857574398061939,high_risk,yes
447,California,Female,32,10,0.0,1,1,1,151815.76,0.8584805106423483,high_risk,yes
622,Hawaii,Male,26,9,0.0,2,1,1,153237.59,0.8858490961878533,high_risk,yes
755,California,Female,29,4,148654.84,2,1,1,28805.09,0.7705874950016193,high_risk,yes
727,Hawaii,Male,35,5,136364.46,1,0,0,142754.71,0.9786114652145264,high_risk,yes
764,Hawaii,Male,30,5,0.0,2,0,1,105155.66,0.9791756585912496,high_risk,yes
627,Texas,Male,30,3,128770.88,2,1,1,40199.01,0.9150430755008392,high_risk,yes
645,California,Male,45,6,155417.61,1,0,1,3449.22,0.9776581058552744,high_risk,yes
553,Texas,Male,41,9,110112.54,2,0,0,81898.81,0.7609627123498804,high_risk,yes
646,Hawaii,Male,24,8,0.0,2,0,0,92612.88,0.9243682943500892,high_risk,yes
470,New York,Male,39,5,117469.91,2,0,0,63705.9,0.9870725779097144,high_risk,yes
590,California,Male,43,8,0.0,2,1,1,143628.31,0.9620147534843232,high_risk,yes
581,New York,Female,38,3,135157.05,1,1,1,32919.42,0.9843495483799102,high_risk,yes
731,Massachusetts,Female,33,5,137388.01,2,1,0,165000.68,0.9358654155291276,high_risk,yes
712,Florida,Male,47,1,139887.01,1,1,1,95719.73,0.7748626743423768,high_risk,yes
735,Massachusetts,Male,34,5,0.0,2,0,0,71095.41,0.9180155615995812,high_risk,yes
350,New York,Male,39,0,109733.2,2,0,0,123602.11,0.1841295882439163,low_risk,no
573,Hawaii,Male,35,9,0.0,2,1,0,11743.89,0.8629075435971061,high_risk,yes
694,Hawaii,Male,47,4,0.0,2,1,0,197528.62,0.9490418996270756,high_risk,yes
682,California,Male,37,5,0.0,2,0,1,112554.68,0.8750119127356984,high_risk,yes
411,Hawaii,Female,36,10,0.0,1,0,0,120694.35,0.9050028786654102,high_risk,yes
850,California,Male,35,2,0.0,2,1,1,56991.66,0.7531842338791772,high_risk,yes
691,New York,Female,38,5,114753.76,1,1,0,107665.02,0.8448650824101561,high_risk,yes
699,Texas,Male,36,6,147137.74,1,1,1,33687.9,0.7702064761876475,high_risk,yes
707,Hawaii,Female,33,2,58036.33,1,1,1,83335.78,0.8693920072776937,high_risk,yes
687,California,Male,39,7,0.0,2,1,0,26848.25,0.8400459649190312,high_risk,yes
537,New York,Female,47,6,103163.35,1,1,0,16259.64,0.2141435636489073,low_risk,no
593,Massachusetts,Male,26,9,76226.9,1,1,0,167564.82,0.9088723396989756,high_risk,yes
693,New York,Female,43,1,121927.92,1,1,0,87994.95,0.2437816146089445,low_risk,no
711,Texas,Female,52,8,145262.54,1,0,1,131473.31,0.8316035490992505,high_risk,yes
796,Hawaii,Male,44,8,165326.2,1,1,1,57205.55,0.98884918068982,high_risk,yes
616,Texas,Female,36,10,78249.53,1,1,0,136934.91,0.7722837106829129,high_risk,yes
650,New York,Female,48,7,138232.24,1,1,0,57594.78,0.9604964510219424,high_risk,yes
642,Florida,Male,34,8,0.0,1,1,0,72085.1,0.8113832047045544,high_risk,yes
481,Hawaii,Male,44,9,175303.06,1,1,0,65500.53,0.1781921546579571,low_risk,no
707,Massachusetts,Male,44,3,0.0,2,1,1,135077.01,0.9917305174953588,high_risk,yes
709,Hawaii,Female,41,3,150300.65,2,1,0,71672.86,0.7817960381682476,high_risk,yes
643,Hawaii,Male,39,7,0.0,2,1,1,170392.59,0.9777699404196504,high_risk,yes
762,Hawaii,Male,26,6,130428.78,1,1,0,173365.89,0.8349404419650704,high_risk,yes
750,Hawaii,Female,47,7,121376.15,2,1,0,54473.6,0.2103408625335439,low_risk,no
698,California,Male,47,5,156265.31,2,0,0,1055.66,0.9348760036379276,high_risk,yes
488,California,Nonbinary,31,8,97588.6,1,0,0,124210.53,0.9684509650353156,high_risk,yes
651,Texas,Female,25,2,109175.14,2,1,0,114566.47,0.937045005256924,high_risk,yes
705,Hawaii,Male,38,1,189443.72,1,0,1,106648.58,0.8855830314503922,high_risk,yes
707,California,Female,55,1,0.0,2,0,1,54409.48,0.8050855891345318,high_risk,yes
657,New York,Male,25,2,171770.55,1,1,0,22745.5,0.9411327121281176,high_risk,yes
657,Hawaii,Female,41,5,95858.37,1,1,1,68255.88,0.8581277143303375,high_risk,yes
578,California,Male,59,10,185966.64,1,0,0,9445.42,0.2246113466057886,low_risk,no
784,Massachusetts,Female,42,2,109052.04,2,1,0,6409.55,0.9774999669272916,high_risk,yes
413,Hawaii,Male,34,9,0.0,2,0,0,6534.18,0.8665947578897989,high_risk,yes
497,Massachusetts,Male,24,3,0.0,2,1,0,76390.01,0.9482274488262408,high_risk,yes
492,Hawaii,Male,35,8,121063.49,1,0,0,85421.48,0.7830796535787183,high_risk,yes
741,Florida,Male,35,6,74371.49,1,0,0,99595.67,0.9842760062734336,high_risk,yes
752,Texas,Female,45,3,105426.5,2,0,1,89773.45,0.9626884478207572,high_risk,yes
667,California,Male,31,1,119266.69,1,1,1,28257.63,0.8544562646320977,high_risk,yes
638,Massachusetts,Male,48,2,0.0,2,1,1,7919.08,0.9934634772960708,high_risk,yes
678,Hawaii,Male,26,3,0.0,2,1,0,4989.33,0.7657398749147674,high_risk,yes
724,Texas,Nonbinary,30,7,115315.04,1,1,0,15216.53,0.7793490099561118,high_risk,yes
702,California,Female,46,9,98444.19,1,0,1,109563.28,0.8711664532236018,high_risk,yes
677,California,Female,37,3,0.0,2,1,1,38252.25,0.8021373106728991,high_risk,yes
787,California,Female,35,1,106266.8,1,1,1,16607.15,0.8137578585138204,high_risk,yes
536,Hawaii,Male,46,1,65733.41,1,1,0,61094.53,0.7935360902641896,high_risk,yes
592,Florida,Male,37,9,0.0,3,1,1,10656.89,0.9318949638241056,high_risk,yes
713,New York,Male,45,4,131038.14,1,1,0,74005.04,0.0541919687358269,low_risk,no
709,Hawaii,Male,39,8,0.0,2,1,0,56214.09,0.9247645868172136,high_risk,yes
633,Massachusetts,Male,63,4,114552.6,1,1,0,73856.28,0.1595139872638157,low_risk,no
579,New York,Male,31,6,139729.54,1,0,1,135815.38,0.8436931195874178,high_risk,yes
616,Texas,Female,57,7,116936.81,1,1,1,104379.36,0.9203456779104994,high_risk,yes
